id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,
1038,0.0159,591,185474,577,0.0,2,162,-6107,1,0.0331,156107,4.0,0.52,0,Man Enough Now,Chris Bandi,
1039,335,0.5,214507,622,0.0,9,327,-6691,1,0.0329,83886,4.0,293,0,If I Told You,Darius Rucker,
1040,234,674,167200,706,7.98e-05,8,0.0958,-4824,1,0.0586,160023,4.0,962,0,Happy People,Little Big Town,
1041,144,631,227573,658,0.0,5,0.22,-5313,1,0.0281,80996,4.0,692,0,All On Me,Devin Dawson,
1042,0.0494,562,217280,0.94,0.0,5,217,-4337,1,114,103009,4.0,466,0,Somethin' I'm Good At,Brett Eldredge,
1043,214,638,196422,634,0.0,6,0.0866,-6474,1,0.0468,92097,4.0,445,0,I Could Use a Love Song,Maren Morris,
1044,733,409,16042,645,0.0,1,132,-8336,0,0.0771,74923,4.0,421,0,Zac Brown Band - Hot Country,Various Artists,
1045,0.0968,434,266787,664,0.0,8,141,-5883,1,0.0346,145861,4.0,478,0,Trying To Drive,Zac Brown Band,
1046,333,439,183413,802,0.0,7,377,-3644,1,54,168032,4.0,688,0,"God, Your Mama, And Me",Florida Georgia Line,
1047,0.0915,533,230722,533,0.0,0,0.0972,-8266,1,0.0324,159907,4.0,506,0,Real Thing,Zac Brown Band,
1048,0.0207,434,195307,921,0.00209,10,116,-2248,0,0.0688,171945,4.0,426,0,They Don't Know,Jason Aldean,
1049,0.0558,523,214800,725,6.96e-06,2,0.0937,-5448,1,0.0339,155855,4.0,0.52,0,Every Time I Hear That Song,Blake Shelton,
1050,0.00898,612,188253,799,0.0,10,172,-4603,1,0.0275,125976,4.0,675,0,What Ifs,Kane Brown,
1051,0.0993,0.51,211227,904,0.0,6,173,-4291,1,0.0357,150004,4.0,542,0,For Her,Chris Lane,
1052,424,0.55,232253,774,0.0,11,67,-4397,1,0.0967,170124,4.0,462,0,Act Like You Don't,Brooke Eden,
1053,397,596,224853,544,0.0,10,106,-7294,1,0.0315,147976,4.0,381,0,In Case You Didn't Know,Brett Young,
1054,0.0166,622,194240,745,0.000875,1,292,-5674,1,0.0262,91.0,4.0,585,0,Two Black X's,Dylan Schneider,
1055,0.0344,659,183747,926,0.00121,0,113,-4.66,1,0.0461,152015,4.0,949,0,You Look Good,Lady Antebellum,
1056,0.00566,479,178027,0.86,0.0,0,168,-4318,1,0.0347,80018,4.0,759,0,Close,Ryan Kinder,
1057,186,0.56,209840,0.78,0.0,1,364,-5164,1,0.0459,160052,4.0,466,0,Ain't Always Pretty,Logan Mize,
1058,0.0179,512,187342,587,0.0,1,107,-6403,1,0.0291,134006,4.0,313,0,Love in a Bar,Ryan Hurd,
1059,0.0292,403,211307,745,0.0,1,0.0985,-6534,0,0.0858,186241,4.0,634,0,Family Table,Zac Brown Band,
1060,312,536,203293,722,0.0,4,117,-4163,1,0.0284,143.78,4.0,472,0,Any Ol' Barstool,Jason Aldean,
1061,116,685,201893,783,0.0,11,194,-4152,1,0.0276,90008,4.0,532,0,Dirt On My Boots,Jon Pardi,
1062,638,0.71,186627,498,0.0,4,0.0916,-5478,1,0.0322,136093,4.0,0.52,0,Just a Phase,Adam Craig,
1063,463,731,165387,469,1.04e-06,5,103,-7226,1,0.0326,98963,4.0,618,0,Body Like A Back Road,Sam Hunt,
1064,208,501,192000,836,0.0,11,152,-3587,0,0.0491,159863,4.0,627,0,How Not To,Dan + Shay,
1065,861,425,259280,372,0.0148,0,0.0733,-10.92,1,0.03,79456,4.0,297,0,Tin Man,Miranda Lambert,
1066,0.0209,458,211240,894,0.0,9,221,-4903,1,0.0398,160125,4.0,709,0,Blue Tacoma,Russell Dickerson,
1067,0.0406,488,226173,915,0.0,7,351,-4255,1,0.0389,75019,4.0,637,0,May We All,Florida Georgia Line,
1068,422,482,230832,739,1.87e-05,7,468,-5476,1,0.0342,155932,4.0,596,0,Last Time for Everything,Brad Paisley,
1069,0.0527,442,173187,784,0.0,2,0.0597,-4001,1,0.0344,170139,4.0,554,0,Getting Over You,Jackie Lee,
1070,0.00434,555,177067,896,0.0,0,145,-3295,1,0.0388,114995,4.0,558,0,Flatliner (feat. Dierks Bentley),Cole Swindell,
1071,0.0551,0.41,158667,738,0.0,9,0.0988,-3833,1,0.0719,184059,4.0,592,0,Like You That Way,Canaan Smith,
1072,273,507,216187,0.81,0.0567,3,121,-5628,0,0.0317,156004,4.0,492,0,Hometown Girl,Josh Turner,
1073,129,0.69,181200,626,0.0,7,169,-5831,1,0.0275,101958,4.0,652,0,Star Of The Show,Thomas Rhett,
1074,865,641,248053,0.0628,4.08e-06,4,105,-14155,1,0.0417,129004,4.0,289,0,Either Way,Chris Stapleton,
1075,279,655,178840,785,0.0,8,116,-4022,1,0.0697,171969,4.0,931,0,No Such Thing as a Broken Heart,Old Dominion,
1076,0.2,529,215600,803,0.0,7,0.0894,-5379,1,0.0389,97043,4.0,343,0,There’s A Girl,Trent Harmon,
1077,0.0304,681,184040,845,0.0,11,197,-5147,0,0.0525,132023,4.0,761,0,The Fighter,Keith Urban,
1078,229,694,228827,815,0.0,2,0.0924,-4328,1,0.12,88931,4.0,826,0,Despacito - Remix,Luis Fonsi,
1079,231,755,229849,789,0.0,5,351,-4502,1,146,93973,4.0,734,0,Felices los 4,Maluma,
1080,0.0744,684,208163,823,0.0,9,111,-3297,0,0.0773,91048,4.0,645,0,SUBEME LA RADIO,Enrique Iglesias,
1081,0.0258,746,205741,794,0.0,1,0.0497,-6331,1,0.0698,104827,4.0,471,0,Me Rehúso,Danny Ocean,
1082,243,683,219507,691,0.0,8,0.14,-5535,1,0.0432,179.91,4.0,746,0,El Amante,Nicky Jam,
1083,0.0245,747,232787,864,4.46e-05,8,0.0853,-3181,0,0.0599,92028,4.0,746,0,Escápate Conmigo,Wisin,
1084,286,706,271080,689,0.0,6,123,-5533,1,0.17,144127,4.0,0.42,0,Ahora Dice,Chris Jeday,
1085,168,859,195613,756,4.65e-05,8,163,-3.36,0,0.0643,102033,4.0,913,0,Chantaje,Shakira,
1086,0.0277,489,194942,962,6.18e-06,0,128,-2597,1,215,104563,4.0,507,0,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,
1087,154,889,201280,853,0.000107,9,205,-4.26,1,241,93022,4.0,916,0,Sigo Extrañándote,J Balvin,
1088,0.0559,832,209453,772,0.000486,10,0.44,-5429,1,0.1,96016,4.0,714,0,Otra Vez (feat. J Balvin),Zion & Lennox,
1089,116,685,204520,859,0.0,5,317,-2595,0,0.0553,176018,4.0,886,0,La Rompe Corazones,Daddy Yankee,
1090,0.27,639,307910,869,0.0,11,0.0802,-4024,1,147,169801,4.0,766,0,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,
1091,209,0.66,228200,786,0.0,2,112,-4757,1,0.17,177833,4.0,849,0,Despacito (Featuring Daddy Yankee),Luis Fonsi,
1092,0.4,761,222560,838,0.0,4,176,-3073,0,0.0502,93974,4.0,717,0,Reggaetón Lento (Bailemos),CNCO,
1093,0.0309,792,205520,819,0.0,5,389,-5418,1,0.0867,89.98,4.0,0.45,0,Hey DJ,CNCO,
1094,547,0.76,210323,838,1.3e-06,7,0.0664,-3828,0,0.0529,93.05,4.0,0.74,0,Me Llamas (feat. Maluma) - Remix,Piso 21,
1095,211,711,225813,875,0.000198,5,0.0862,-2211,1,104,103637,4.0,929,0,Me Enamoré,Shakira,
1096,205,735,193118,482,0.000194,7,0.0894,-9.21,1,0.0508,175907,4.0,783,0,Tu Foto,Ozuna,
1097,0.00431,663,259196,0.92,1.69e-05,11,101,-4.07,0,226,99935,4.0,521,0,Vente Pa' Ca,Ricky Martin,
1098,551,508,205600,687,3.41e-06,0,126,-4361,1,326,180044,4.0,565,0,Safari,J Balvin,
1099,0.0897,745,223613,921,0.0,0,178,-2674,1,82,92973,4.0,645,0,Alguien Robo,Sebastian Yatra,
1100,256,772,238800,909,0.0,6,255,-3225,0,166,96031,4.0,679,0,Vacaciones,Wisin,
1101,125,761,211627,0.82,2.1e-05,1,183,-4003,1,0.0623,88997,4.0,619,0,Te Quiero Pa´Mi,Don Omar,
1102,167,761,252003,829,0.0,0,189,-3203,0,0.0681,92033,4.0,0.82,0,Ay Mi Dios,IAmChino,
1103,142,776,228467,669,0.0,11,219,-4933,1,0.0638,91012,4.0,646,0,Traicionera,Sebastian Yatra,
1104,204,685,221027,731,0.0,5,0.0722,-5119,0,93,177912,4.0,776,0,Si Tú La Ves,Nicky Jam,
1105,53,724,197087,0.84,0.0,0,727,-3581,1,0.0392,92.01,4.0,833,0,Lumbra,Cali Y El Dandee,
1106,206,746,227457,961,1.84e-06,0,329,-2243,1,0.13,179984,4.0,954,0,La Bicicleta,Carlos Vives,
1107,163,817,207200,869,0.00226,6,0.0497,-4791,1,0.18,96029,4.0,0.56,0,Bailame,Nacho,
1108,0.0998,721,226400,687,0.0,1,0.0679,-6682,1,0.0782,175914,4.0,828,0,Dile Que Tu Me Quieres,Ozuna,
1109,0.39,732,196480,801,0.0,9,0.31,-3859,1,0.0327,123981,4.0,818,0,Deja vu,Prince Royce,
1110,245,682,228147,858,0.0,9,104,-4711,1,0.0708,94954,4.0,772,0,Sé Que Te Duele,Alejandro Fernandez,
1111,132,0.73,207307,701,0.0,5,151,-5885,0,106,175.95,4.0,789,0,Borro Cassette,Maluma,
1112,0.0786,724,200813,904,0.0,8,226,-3354,0,0.0966,90999,4.0,851,0,DUELE EL CORAZON,Enrique Iglesias,
1113,0.0244,0.68,247493,954,0.0,9,112,-1823,1,119,104029,4.0,524,0,Andas En Mi Cabeza,Chino & Nacho,
1114,0.0724,827,197840,646,0.0,1,247,-4727,0,0.0766,92057,4.0,0.51,0,Chillax,Farruko,
1115,282,832,198707,608,0.0,6,0.0761,-6042,0,0.0385,94013,4.0,579,0,Hasta el Amanecer,Nicky Jam,
1116,163,688,240000,719,0.0,2,0.15,-4746,1,0.0555,88015,4.0,589,0,Bailame Despacio,Xantos,
1117,76,899,234320,626,0.0,6,0.0631,-4228,0,292,88007,4.0,871,0,Shaky Shaky,Daddy Yankee,
1118,0.0345,724,181048,809,0.0,7,169,-4.96,1,56,95037,4.0,495,0,Besándote,Piso 21,
1119,0.0685,712,199281,841,7.87e-05,7,0.0672,-5432,0,0.0455,98003,4.0,656,0,Ando buscando (feat. Piso 21),Carlos Baute,
1120,113,801,236493,822,0.00424,6,0.0877,-4655,1,0.0831,176048,4.0,938,0,Hula Hoop,Daddy Yankee,
1121,0.0869,0.49,246853,894,0.0,11,103,-1708,0,0.0947,197989,4.0,656,0,Qué Gano Olvidándote - Versión Urbana,Reik,
1122,234,768,219227,742,0.0,9,0.14,-6308,1,0.0443,114679,5.0,0.8,0,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,
1123,0.0821,725,246653,711,0.0,10,0.0931,-4544,1,0.0335,93003,4.0,476,0,Mi Tesoro (feat. Nicky Jam),Zion & Lennox,
1124,803,612,245493,0.57,3.29e-05,1,122,-9.62,0,0.0735,169842,4.0,813,0,Tú Sí Sabes Quererme,Natalia Lafourcade,
1125,189,0.67,276688,679,0.0,7,168,-5618,1,118,172069,4.0,794,0,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,
1126,0.0525,779,166600,659,0.0,0,128,-5455,1,0.0808,95003,4.0,924,0,Fuego,Juanes,
1127,51,712,214072,901,0.0,1,162,-4699,0,0.0595,97.98,4.0,0.84,0,Al Filo de Tu Amor,Carlos Vives,
1128,0.0983,648,223800,833,1,11,127,-5116,1,0.0543,108001,4.0,301,0,Young And Menace,Fall Out Boy,
1129,0.00898,499,229093,824,0.0,7,163,-4741,1,0.0794,161977,4.0,692,0,"Sugar, We're Goin Down",Fall Out Boy,
1130,4,385,228360,866,0.0,4,111,-2817,0,0.0697,176014,4.0,548,0,Centuries,Fall Out Boy,
1131,0.0313,561,186827,927,2.34e-05,9,529,-4374,0,0.0619,152011,4.0,562,0,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,
1132,0.00139,613,189387,874,1.82e-06,2,656,-3594,1,0.0697,108038,4.0,532,0,Immortals,Fall Out Boy,
1133,119,623,211573,956,0.000227,4,617,-2608,0,0.0753,149958,4.0,718,0,Uma Thurman,Fall Out Boy,
1134,0.00494,616,180267,961,0.0,11,78,-3144,0,139,114492,4.0,531,0,"Dance, Dance",Fall Out Boy,
1135,0.000965,607,212040,889,0.0,9,0.0839,-4034,1,0.0394,100034,4.0,376,0,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,
1136,177,0.95,214648,412,0.0,1,77,-6592,1,0.0731,121019,4.0,741,0,Bad Liar,Selena Gomez,
1137,222,0.63,228827,815,0.0,2,91,-4265,1,152,88357,4.0,814,0,Despacito - Remix,Luis Fonsi,
1138,0.00593,608,187761,841,0.0573,0,121,-3798,1,0.0464,167969,4.0,0.25,0,Thunder,Imagine Dragons,
1139,0.0969,774,211475,626,3.12e-05,3,0.0848,-4432,0,0.0432,100041,4.0,758,0,Attention,Charlie Puth,
1140,381,857,199440,0.8,0.0,2,0.0913,-4035,1,0.0583,121996,4.0,965,0,There's Nothing Holdin' Me Back,Shawn Mendes,
1141,102,0.44,258188,413,1.7e-05,0,103,-7425,0,0.0446,131659,4.0,125,0,Quit (feat. Ariana Grande),Cashmere Cat,
1142,0.0745,696,211364,503,0.0,8,0.0869,-4842,1,0.0356,99977,4.0,539,0,The Cure,Lady Gaga,
1143,197,633,193511,592,0.0,0,99,-7245,0,112,90066,4.0,643,0,First Time,Kygo,
1144,62,711,223190,722,0.0,5,0.14,-3946,1,0.0472,99954,4.0,483,0,No Vacancy,OneRepublic,
1145,0.0485,0.76,204400,588,0.0,9,0.0847,-7082,1,0.0775,102974,4.0,384,0,Most Girls,Hailee Steinfeld,
1146,0.0577,565,231906,782,4.16e-05,8,0.0757,-6413,1,0.0506,140004,4.0,392,0,Malibu,Miley Cyrus,
1147,238,457,210091,627,0.0,5,116,-5091,0,111,101384,4.0,535,0,Stay (with Alessia Cara),Zedd,
1148,0.56,622,250200,593,0.0,5,175,-7755,0,0.0414,100048,4.0,361,0,1-800-273-8255,Logic,
1149,0.15,703,193613,868,132,7,104,-4661,0,0.0291,121.03,4.0,732,0,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,
1150,115,0.66,214802,575,1.59e-06,6,131,-4934,0,0.0367,110091,4.0,485,0,Now Or Never,Halsey,
1151,0.0575,741,223504,667,0.0,10,106,-5445,1,134,112956,4.0,609,0,No Promises (feat. Demi Lovato),Cheat Codes,
1152,0.0133,726,188174,429,0.0,0,0.0574,-6623,1,0.0519,85899,4.0,874,0,Slow Hands,Niall Horan,
1153,0.0283,656,197253,615,0.0,5,234,-6252,1,0.0539,139.91,4.0,364,0,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,
1154,0.00464,565,225526,771,0.0,1,0.0568,-5.22,1,212,168385,4.0,551,0,Good Life (with G-Eazy & Kehlani),G-Eazy,
1155,0.97,549,206933,371,132,2,639,-9.56,1,0.0378,87024,3.0,117,0,The Night We Met,Lord Huron,
1156,0.45,754,272667,762,6.67e-05,6,224,-4486,0,0.0849,92002,4.0,673,0,Rollin,Calvin Harris,
1157,0.00728,741,221983,559,0.000971,10,0.21,-7775,1,0.03,101999,4.0,441,0,Obsession (feat. Jon Bellion),Vice,
1158,549,0.87,160597,502,0.00356,5,0.0916,-7497,0,0.0549,82.53,4.0,676,0,Whippin (feat. Felix Snow),Kiiara,
1159,281,718,214867,609,3.29e-05,0,234,-4699,0,0.0429,122948,4.0,0.47,0,Symphony,Clean Bandit,
1160,0.00411,624,207520,806,0.0,1,0.0872,-5957,1,0.0437,149999,4.0,536,0,Break Up Every Night,The Chainsmokers,
1161,0.0293,726,233833,769,0.0101,6,104,-5043,1,123,97985,4.0,0.75,0,Unforgettable,French Montana,
1162,0.000339,905,177604,596,2.05e-05,1,0.0897,-7496,0,118,149996,4.0,419,0,HUMBLE.,Kendrick Lamar,
1163,0.00517,747,212027,592,1.48e-05,8,124,-6334,1,0.0457,110991,3.0,0.16,0,do re mi,Blackbear,
1164,75,696,216409,817,0.0,1,187,-3862,1,109,98064,4.0,779,0,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,
1165,0.0355,673,201601,676,0.0,1,107,-5002,1,0.0308,134944,4.0,568,0,Whatever It Takes,Imagine Dragons,
1166,32,607,213307,718,0.0,4,403,-4095,1,0.0978,101821,4.0,521,0,Touch,Little Mix,
1167,0.0303,415,251423,369,7.64e-06,8,383,-10044,1,0.0741,95746,4.0,0.0951,0,Selfish,Future,
1168,0.0905,648,220781,532,0.0,0,0.0831,-6597,1,0.0746,99983,4.0,497,0,It Ain’t Me (with Selena Gomez),Kygo,
1169,128,747,184134,799,0.0,11,0.0541,-4066,0,0.0405,104.02,4.0,537,0,Mama,Jonas Blue,
1170,238,0.76,177573,303,8.09e-06,2,294,-11362,1,0.0284,99991,4.0,157,0,The One,The Chainsmokers,
1171,401,763,197495,671,1.16e-05,1,375,-4029,0,0.1,120.06,4.0,608,0,Nights With You,MØ,
1172,0.0235,667,172893,648,1.52e-05,3,0.0427,-6398,0,0.0626,95031,4.0,585,0,TG4M,Zara Larsson,
1173,0.0102,833,204600,434,0.0219,2,165,-8795,1,431,150062,4.0,286,0,Mask Off,Future,
1174,122,803,227292,793,5.81e-05,6,154,-5769,1,0.0635,106035,4.0,0.54,0,Bon Appétit,Katy Perry,
1175,0.0275,516,340707,595,0.0,5,109,-4.63,1,0.0313,119972,4.0,209,0,Sign of the Times,Harry Styles,
1176,0.00246,532,200733,778,0.000111,7,153,-6.69,0,218,169923,4.0,242,0,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,
1177,416,704,176347,423,0.0,8,0.0607,-6792,1,0.0862,113962,4.0,0.45,0,Issues,Julia Michaels,
1178,13,853,206693,0.56,0.0,1,0.0944,-4961,1,0.0406,134066,4.0,853,0,That's What I Like,Bruno Mars,
1179,0.0561,623,220291,656,0.0,0,0.0855,-5608,0,0.0416,95878,4.0,371,0,September Song,JP Cooper,
1180,131,748,188491,627,0.0,7,0.0852,-6029,1,0.0644,120963,4.0,513,0,Still Got Time,ZAYN,
1181,0.33,736,219080,449,0.000162,1,0.0898,-11462,0,425,80126,4.0,322,0,Location,Khalid,
1182,0.0895,584,220883,0.54,0.0,1,261,-7786,0,0.0576,137972,4.0,0.19,0,Scared to Be Lonely,Martin Garrix,
1183,304,804,298941,459,0.0862,11,0.11,-11556,1,39,111963,4.0,372,0,Passionfruit,Drake,
1184,581,825,233713,652,0.0,1,0.0931,-3183,0,0.0802,95977,4.0,933,0,Shape of You,Ed Sheeran,
1185,0.0991,608,232947,0.86,0.0,5,262,-5324,0,0.0554,127075,4.0,441,0,Wild Ones (feat. Sia),Flo Rida,
1186,167,748,210627,727,0.0,11,166,-2.42,0,0.0871,125014,4.0,0.68,0,Starships,Nicki Minaj,
1187,0.0656,828,299333,433,0.000876,0,122,-9716,1,199,148073,4.0,446,0,Lollipop,Lil Wayne,
1188,0.0921,0.72,229360,802,0.0,1,694,-5797,1,0.0582,124043,4.0,716,0,Time of Our Lives,Pitbull,
1189,0.0319,646,210960,795,0.0,9,267,-3293,1,0.0976,89.99,4.0,791,0,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,
1190,0.0643,755,198187,838,1.59e-05,7,118,-4.5,0,0.0687,126877,4.0,454,0,Glad You Came,The Wanted,
1191,0.00622,0.75,203867,0.78,0.0,4,0.0263,-3155,1,0.0898,119985,4.0,819,0,Dynamite,Taio Cruz,
1192,0.0567,467,293533,564,0.0,9,194,-4986,0,353,81966,4.0,304,0,Clique,JAY Z,
1193,0.11,0.66,180480,867,0.0,6,0.0368,-4285,0,116,93033,4.0,376,0,Airplanes (feat. Hayley Williams of Paramore),B.o.B,
1194,555,635,217419,691,0.0,0,97,-4862,1,258,82142,4.0,0.63,0,Trumpets,Jason Derulo,
1195,71,375,338853,862,0.0,11,211,-3363,0,255,159841,4.0,472,0,Live Your Life - feat. Rihanna,T.I.,
1196,0.00738,352,216893,843,0.0,7,0.0883,-7983,0,482,165.29,5.0,716,0,Like A G6,Far East Movement,
1197,39,673,229507,758,0.0,7,341,-3632,1,158,135956,4.0,541,0,Feel This Moment,Pitbull,
1198,0.0295,581,204160,963,0.0,11,139,-4087,1,0.0981,129992,4.0,792,0,Timber,Pitbull,
1199,0.0384,0.72,175427,791,0.0,1,157,-4689,1,124,102071,4.0,767,0,Classic,MKTO,
1200,69,599,245041,803,137,0,129,-3641,0,0.0986,126057,4.0,254,0,Titanium (feat. Sia),David Guetta,
1201,0.0181,0.62,229573,869,0.0,1,369,-5252,1,175,151684,4.0,769,0,E.T. - feat. Kanye West,Katy Perry,
1202,0.000704,657,190186,827,0.00534,5,65,-4036,1,0.0734,145889,4.0,698,0,GDFR (feat. Sage The Gemini & Lookas),Flo Rida,
1203,0.0525,715,207333,655,0.0,0,115,-6425,1,137,95078,4.0,557,0,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,
1204,0.0514,786,250189,857,0.0,9,112,-3765,1,0.0734,110038,4.0,602,0,The Monster,Eminem,
1205,0.0746,755,199693,832,1.27e-06,2,291,-2741,0,116,120032,4.0,719,0,TiK ToK,Kesha,
1206,0.0715,859,188453,697,0.0,1,0.0761,-3.79,0,0.0569,117008,4.0,875,0,Love You Like A Love Song,Selena Gomez & The Scene,
1207,112,612,212862,0.84,0.0,11,116,-3145,0,0.0509,129042,4.0,441,0,Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia,
1208,0.0762,809,195853,628,0.000371,11,113,-5021,0,0.0561,130008,4.0,797,0,Sexy Bitch (feat. Akon) - Featuring Akon,explicit,David Guetta
1209,0.000979,842,189907,531,1.34e-05,0,0.0667,-8729,1,0.0377,105013,4.0,758,0,Somebody,Natalie La Rose,
1210,0.0183,745,189959,714,0.0,1,0.0636,-5501,0,0.0302,120025,4.0,847,0,Maps,Maroon 5,
1211,162,725,247520,0.68,2.13e-06,8,158,-5465,1,0.0306,119939,4.0,753,0,Am I Wrong,Nico & Vinz,
1212,0.0117,579,275987,821,0.0,1,0.0631,-4616,1,152,174063,4.0,561,0,Umbrella,Rihanna,
1213,0.0649,663,257840,714,0.0,1,116,-4944,0,38,121.99,4.0,471,0,Counting Stars,OneRepublic,
1214,0.00107,818,213733,799,128,1,57,-4.1,0,156,100014,4.0,0.0953,0,Turn Down for What,DJ Snake,
1215,0.0378,0.81,369627,793,1.82e-06,6,72,-9404,0,0.0403,116049,4.0,0.86,0,Get Lucky,Daft Punk,
1216,0.0533,441,225160,0.87,3.7e-06,2,0.0936,-4845,1,57,134469,4.0,281,0,A Dustland Fairytale,The Killers,
1217,0.0215,688,192191,702,0.0,7,128,-4792,0,0.0499,94006,4.0,731,0,My House,Flo Rida,
1218,219,427,257760,861,0.0,1,277,-4874,1,376,161776,4.0,581,0,Best I Ever Had,Drake,
1219,0.0196,592,206880,752,0.0,1,0.0477,-6589,1,114,74784,4.0,0.73,0,Stitches,Shawn Mendes,
1220,403,753,203467,801,0.0,4,128,-3215,1,0.0296,128011,4.0,787,0,I Will Never Let You Down,Rita Ora,
1221,186,548,272394,532,0.000263,5,217,-7596,1,0.0323,85.03,4.0,428,0,Do I Wanna Know?,Arctic Monkeys,
1222,0.00901,635,307987,983,0.00799,6,0.0683,-3807,0,174,145085,4.0,422,0,Cinema - Skrillex Remix,Benny Benassi,
1223,0.0431,697,277387,527,1.25e-05,0,0.0882,-10438,0,211,121849,4.0,289,0,Take Care,Drake,
1224,0.0208,583,258827,786,0.0,2,188,-3142,0,0.0301,123052,4.0,556,0,Love Song,Sara Bareilles,
1225,0.00373,862,263827,608,6.14e-06,7,0.0856,-4762,1,0.0402,120002,4.0,825,0,Blurred Lines,Robin Thicke,
1226,119,0.68,313787,489,2.86e-05,11,606,-7837,0,432,74.04,4.0,261,0,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,
1227,161,772,225560,648,0.0,9,269,-6222,1,0.0612,129966,4.0,744,0,Beautiful Girls - Radio Disney Version,Sean Kingston,
1228,0.0532,709,189333,697,5.15e-05,2,349,-3471,1,0.0275,112017,4.0,0.78,0,Cool,Gwen Stefani,
1229,455,627,262853,0.56,0.0,5,126,-5378,1,0.0667,97967,4.0,488,0,Can’t Live Without,Hollyn,
1230,0.0394,567,217480,678,0.0,10,102,-6642,0,0.0404,141951,4.0,381,0,Glimpse,Kim Walker-Smith,
1231,0.0495,547,187013,513,0.0,0,181,-7451,1,0.0309,110.54,4.0,262,0,Broken Things,Matthew West,
1232,379,335,255160,582,2.67e-05,5,0.0954,-5.09,1,0.0375,110522,4.0,0.13,0,Even If,MercyMe,
1233,0.0363,468,219720,786,0.0,9,0.31,-2757,1,0.0334,84992,4.0,479,0,Home,Chris Tomlin,
1234,648,322,228067,508,0.00297,7,152,-7681,1,0.0341,155128,4.0,191,0,Nowhere,Sarah Reeves,
1235,766,486,250123,331,0.0,2,72,-9106,1,0.0328,79277,4.0,421,0,Hills and Valleys (The Valleys Version),Tauren Wells,
1236,0.0189,475,195907,672,0.0,0,117,-5925,1,0.0329,77857,4.0,382,0,Chain Breaker,Zach Williams,
1237,912,361,277973,236,7.79e-05,6,0.0831,-7781,1,0.0315,147309,3.0,184,0,Clean,Natalie Grant,
1238,447,519,245853,684,0.0,6,0.0901,-3746,1,0.0325,133943,4.0,293,0,I Will,Citizen Way,
1239,0.0353,576,254262,686,6.68e-05,3,114,-6032,1,0.0554,153901,4.0,599,0,The Gospel,Ryan Stevenson,
1240,0.0342,511,284947,815,0.0,6,0.09,-6317,0,48,128004,4.0,245,0,Throne Room,Kim Walker-Smith,
1241,0.0164,526,237467,692,0.0,4,0.0786,-3895,1,0.0278,137849,4.0,266,0,I Won't Let You Go - Radio Version,Switchfoot,
1242,0.0176,621,215050,674,0.0,6,242,-4635,0,0.0323,92994,4.0,255,0,Unfinished,Mandisa,
1243,117,673,176453,813,0.0,0,148,-5895,1,0.0363,103999,4.0,638,0,Old Church Choir,Zach Williams,
1244,0.28,555,236667,663,0.0,0,107,-5628,1,42,75976,4.0,295,0,Forgiven,Crowder,
1245,379,534,225933,508,0.0,2,0.0867,-7085,1,0.0322,153947,4.0,407,0,Love Wins,Love and Theft,
1246,199,422,204800,336,0.0,0,189,-7199,1,0.0306,108009,4.0,0.0974,0,I Have This Hope,Tenth Avenue North,
1247,568,448,218133,412,5.68e-05,11,159,-7877,1,0.0281,133881,4.0,308,0,In Awe,Hollyn,
1248,498,331,255173,427,0.0,3,108,-7431,1,0.0302,157938,3.0,129,0,Oh My Soul,Casting Crowns,
1249,0.0229,385,222400,663,0.0,2,0.0841,-5902,1,0.0271,156066,3.0,237,0,You Redeem - Studio Version,Aaron Shust,
1250,0.0141,447,212701,0.89,0.0,6,0.0858,-4563,1,0.0676,93894,4.0,331,0,Amen,Hunter Hayes,
1251,0.0107,619,220840,733,0.0,8,176,-5055,1,0.0405,100071,4.0,507,0,Brand New Life,Colton Dixon,
1252,202,497,249640,604,0.0,2,299,-9438,1,0.0313,131935,4.0,225,0,Oceans (Where Feet May Fail) - Radio Version,Hillsong United,
1253,587,464,205387,225,5.64e-06,0,116,-9155,1,0.0403,84677,4.0,209,0,O God Forgive Us,for KING & COUNTRY,
1254,0.0298,306,293331,742,0.0,11,126,-3914,1,0.0427,155873,3.0,149,0,Death Was Arrested,North Point InsideOut,
1255,149,536,243013,711,0.0,6,112,-4916,1,0.0367,147.9,4.0,326,0,Back To God,Reba McEntire,
